"module": executable file not found in $PATH
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.390784e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.011198 | lrm: 1.00 | dt: 70423ms | tok/sec: 7,444 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.854702 | lrm: 1.00 | dt: 317ms | tok/sec: 1,652,269 | mfu: 39.9% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.442315 | lrm: 1.00 | dt: 319ms | tok/sec: 1,646,060 | mfu: 39.8% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 7.971719 | lrm: 1.00 | dt: 341ms | tok/sec: 1,537,264 | mfu: 37.1% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.578760 | lrm: 1.00 | dt: 325ms | tok/sec: 1,612,688 | mfu: 39.0% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.248846 | lrm: 1.00 | dt: 318ms | tok/sec: 1,649,424 | mfu: 39.9% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 6.998084 | lrm: 1.00 | dt: 332ms | tok/sec: 1,578,622 | mfu: 38.1% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.787079 | lrm: 1.00 | dt: 332ms | tok/sec: 1,579,214 | mfu: 38.2% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.606994 | lrm: 1.00 | dt: 323ms | tok/sec: 1,623,782 | mfu: 39.2% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.455153 | lrm: 1.00 | dt: 329ms | tok/sec: 1,593,707 | mfu: 38.5% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.325382 | lrm: 1.00 | dt: 331ms | tok/sec: 1,583,127 | mfu: 38.3% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.217079 | lrm: 1.00 | dt: 325ms | tok/sec: 1,611,764 | mfu: 38.9% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.120709 | lrm: 1.00 | dt: 332ms | tok/sec: 1,578,664 | mfu: 38.1% | epoch: 1 | remaining: 299s    
step 00013 (0.2%) | loss: 6.034846 | lrm: 1.00 | dt: 329ms | tok/sec: 1,594,906 | mfu: 38.5% | epoch: 1 | remaining: 299s    
step 00014 (0.3%) | loss: 5.962715 | lrm: 1.00 | dt: 325ms | tok/sec: 1,614,791 | mfu: 39.0% | epoch: 1 | remaining: 299s    
step 00459 (49.0%) | loss: 3.065101 | lrm: 1.00 | dt: 329ms | tok/sec: 1,593,973 | mfu: 38.5% | epoch: 1 | remaining: 153s    
step 00460 (49.2%) | loss: 3.062918 | lrm: 1.00 | dt: 327ms | tok/sec: 1,601,206 | mfu: 38.7% | epoch: 1 | remaining: 152s    
step 00461 (49.3%) | loss: 3.061162 | lrm: 1.00 | dt: 325ms | tok/sec: 1,612,559 | mfu: 39.0% | epoch: 1 | remaining: 152s    
step 00462 (49.4%) | loss: 3.060063 | lrm: 1.00 | dt: 327ms | tok/sec: 1,601,061 | mfu: 38.7% | epoch: 1 | remaining: 152s    
step 00463 (49.5%) | loss: 3.057974 | lrm: 1.00 | dt: 327ms | tok/sec: 1,604,623 | mfu: 38.8% | epoch: 1 | remaining: 151s    
step 00464 (49.6%) | loss: 3.061133 | lrm: 1.00 | dt: 325ms | tok/sec: 1,611,249 | mfu: 38.9% | epoch: 1 | remaining: 151s    
step 00465 (49.7%) | loss: 3.056483 | lrm: 1.00 | dt: 330ms | tok/sec: 1,588,557 | mfu: 38.4% | epoch: 1 | remaining: 151s    
step 00466 (49.8%) | loss: 3.056363 | lrm: 1.00 | dt: 324ms | tok/sec: 1,616,975 | mfu: 39.1% | epoch: 1 | remaining: 150s    
step 00467 (49.9%) | loss: 3.052458 | lrm: 1.00 | dt: 329ms | tok/sec: 1,595,780 | mfu: 38.6% | epoch: 1 | remaining: 150s    
step 00468 (50.0%) | loss: 3.053112 | lrm: 1.00 | dt: 328ms | tok/sec: 1,596,125 | mfu: 38.6% | epoch: 1 | remaining: 150s    
step 00469 (50.1%) | loss: 3.048255 | lrm: 1.00 | dt: 321ms | tok/sec: 1,633,064 | mfu: 39.5% | epoch: 1 | remaining: 149s    
step 00470 (50.2%) | loss: 3.040691 | lrm: 1.00 | dt: 326ms | tok/sec: 1,609,615 | mfu: 38.9% | epoch: 1 | remaining: 149s    
step 00471 (50.4%) | loss: 3.039408 | lrm: 0.99 | dt: 325ms | tok/sec: 1,613,813 | mfu: 39.0% | epoch: 1 | remaining: 149s    
step 00472 (50.5%) | loss: 3.040253 | lrm: 0.99 | dt: 329ms | tok/sec: 1,593,328 | mfu: 38.5% | epoch: 1 | remaining: 148s    
step 00473 (50.6%) | loss: 3.042428 | lrm: 0.99 | dt: 324ms | tok/sec: 1,619,448 | mfu: 39.1% | epoch: 1 | remaining: 148s    
step 00474 (50.7%) | loss: 3.043585 | lrm: 0.99 | dt: 320ms | tok/sec: 1,637,089 | mfu: 39.6% | epoch: 1 | remaining: 148s    
step 00475 (50.8%) | loss: 3.045865 | lrm: 0.98 | dt: 330ms | tok/sec: 1,591,137 | mfu: 38.4% | epoch: 1 | remaining: 147s    
step 00476 (50.9%) | loss: 3.052501 | lrm: 0.98 | dt: 324ms | tok/sec: 1,619,417 | mfu: 39.1% | epoch: 1 | remaining: 147s    
step 00477 (51.0%) | loss: 3.047736 | lrm: 0.98 | dt: 322ms | tok/sec: 1,627,322 | mfu: 39.3% | epoch: 1 | remaining: 147s    
step 00478 (51.1%) | loss: 3.048541 | lrm: 0.98 | dt: 325ms | tok/sec: 1,614,456 | mfu: 39.0% | epoch: 1 | remaining: 146s    
step 00479 (51.2%) | loss: 3.045471 | lrm: 0.98 | dt: 330ms | tok/sec: 1,588,224 | mfu: 38.4% | epoch: 1 | remaining: 146s    
step 00480 (51.3%) | loss: 3.044850 | lrm: 0.97 | dt: 326ms | tok/sec: 1,610,031 | mfu: 38.9% | epoch: 1 | remaining: 146s    
step 00481 (51.4%) | loss: 3.045586 | lrm: 0.97 | dt: 325ms | tok/sec: 1,610,978 | mfu: 38.9% | epoch: 1 | remaining: 145s    
step 00482 (51.5%) | loss: 3.044637 | lrm: 0.97 | dt: 329ms | tok/sec: 1,591,867 | mfu: 38.5% | epoch: 1 | remaining: 145s    
step 00483 (51.7%) | loss: 3.046048 | lrm: 0.97 | dt: 326ms | tok/sec: 1,609,355 | mfu: 38.9% | epoch: 1 | remaining: 145s    
step 00484 (51.8%) | loss: 3.044692 | lrm: 0.96 | dt: 325ms | tok/sec: 1,612,723 | mfu: 39.0% | epoch: 1 | remaining: 144s    
step 00485 (51.9%) | loss: 3.041373 | lrm: 0.96 | dt: 329ms | tok/sec: 1,592,776 | mfu: 38.5% | epoch: 1 | remaining: 144s    
step 00486 (52.0%) | loss: 3.038951 | lrm: 0.96 | dt: 327ms | tok/sec: 1,605,340 | mfu: 38.8% | epoch: 1 | remaining: 144s    
step 00487 (52.1%) | loss: 3.035950 | lrm: 0.96 | dt: 329ms | tok/sec: 1,591,655 | mfu: 38.5% | epoch: 1 | remaining: 143s    
step 00488 (52.2%) | loss: 3.035640 | lrm: 0.96 | dt: 327ms | tok/sec: 1,602,849 | mfu: 38.7% | epoch: 1 | remaining: 143s    
step 00489 (52.3%) | loss: 3.033823 | lrm: 0.95 | dt: 326ms | tok/sec: 1,607,615 | mfu: 38.8% | epoch: 1 | remaining: 143s    
step 00490 (52.4%) | loss: 3.034246 | lrm: 0.95 | dt: 324ms | tok/sec: 1,619,108 | mfu: 39.1% | epoch: 1 | remaining: 142s    
step 00491 (52.5%) | loss: 3.031392 | lrm: 0.95 | dt: 329ms | tok/sec: 1,593,049 | mfu: 38.5% | epoch: 1 | remaining: 142s    
step 00492 (52.6%) | loss: 3.037660 | lrm: 0.95 | dt: 322ms | tok/sec: 1,627,751 | mfu: 39.3% | epoch: 1 | remaining: 142s    
step 00493 (52.7%) | loss: 3.042300 | lrm: 0.95 | dt: 324ms | tok/sec: 1,619,362 | mfu: 39.1% | epoch: 1 | remaining: 141s    
step 00494 (52.8%) | loss: 3.044030 | lrm: 0.94 | dt: 324ms | tok/sec: 1,619,523 | mfu: 39.1% | epoch: 1 | remaining: 141s    
step 00495 (53.0%) | loss: 3.042002 | lrm: 0.94 | dt: 328ms | tok/sec: 1,596,380 | mfu: 38.6% | epoch: 1 | remaining: 141s    
step 00496 (53.1%) | loss: 3.040217 | lrm: 0.94 | dt: 324ms | tok/sec: 1,617,045 | mfu: 39.1% | epoch: 1 | remaining: 140s    
step 00497 (53.2%) | loss: 3.039740 | lrm: 0.94 | dt: 324ms | tok/sec: 1,616,161 | mfu: 39.0% | epoch: 1 | remaining: 140s    
step 00498 (53.3%) | loss: 3.037830 | lrm: 0.93 | dt: 327ms | tok/sec: 1,601,361 | mfu: 38.7% | epoch: 1 | remaining: 140s    
step 00499 (53.4%) | loss: 3.040839 | lrm: 0.93 | dt: 328ms | tok/sec: 1,598,355 | mfu: 38.6% | epoch: 1 | remaining: 139s    
step 00500 (53.5%) | loss: 3.046060 | lrm: 0.93 | dt: 325ms | tok/sec: 1,614,281 | mfu: 39.0% | epoch: 1 | remaining: 139s    
step 00501 (53.6%) | loss: 3.040236 | lrm: 0.93 | dt: 326ms | tok/sec: 1,608,036 | mfu: 38.9% | epoch: 1 | remaining: 139s    
step 00502 (53.7%) | loss: 3.037243 | lrm: 0.93 | dt: 328ms | tok/sec: 1,596,503 | mfu: 38.6% | epoch: 1 | remaining: 139s    
step 00503 (53.8%) | loss: 3.038557 | lrm: 0.92 | dt: 328ms | tok/sec: 1,598,578 | mfu: 38.6% | epoch: 1 | remaining: 138s    
step 00504 (53.9%) | loss: 3.035348 | lrm: 0.92 | dt: 326ms | tok/sec: 1,606,198 | mfu: 38.8% | epoch: 1 | remaining: 138s    
step 00505 (54.0%) | loss: 3.032015 | lrm: 0.92 | dt: 324ms | tok/sec: 1,618,624 | mfu: 39.1% | epoch: 1 | remaining: 138s    
step 00506 (54.2%) | loss: 3.030358 | lrm: 0.92 | dt: 321ms | tok/sec: 1,631,442 | mfu: 39.4% | epoch: 1 | remaining: 137s    
step 00507 (54.3%) | loss: 3.033165 | lrm: 0.91 | dt: 325ms | tok/sec: 1,613,045 | mfu: 39.0% | epoch: 1 | remaining: 137s    
step 00508 (54.4%) | loss: 3.033613 | lrm: 0.91 | dt: 328ms | tok/sec: 1,599,553 | mfu: 38.6% | epoch: 1 | remaining: 137s    
step 00509 (54.5%) | loss: 3.029354 | lrm: 0.91 | dt: 328ms | tok/sec: 1,598,850 | mfu: 38.6% | epoch: 1 | remaining: 136s    
step 00510 (54.6%) | loss: 3.029579 | lrm: 0.91 | dt: 324ms | tok/sec: 1,618,126 | mfu: 39.1% | epoch: 1 | remaining: 136s    
step 00511 (54.7%) | loss: 3.024378 | lrm: 0.91 | dt: 325ms | tok/sec: 1,611,436 | mfu: 38.9% | epoch: 1 | remaining: 136s    
step 00512 (54.8%) | loss: 3.027158 | lrm: 0.90 | dt: 327ms | tok/sec: 1,603,637 | mfu: 38.7% | epoch: 1 | remaining: 135s    
step 00513 (54.9%) | loss: 3.021840 | lrm: 0.90 | dt: 325ms | tok/sec: 1,610,823 | mfu: 38.9% | epoch: 1 | remaining: 135s    
step 00514 (55.0%) | loss: 3.018183 | lrm: 0.90 | dt: 327ms | tok/sec: 1,601,218 | mfu: 38.7% | epoch: 1 | remaining: 135s    
step 00515 (55.1%) | loss: 3.017911 | lrm: 0.90 | dt: 327ms | tok/sec: 1,601,169 | mfu: 38.7% | epoch: 1 | remaining: 134s    
step 00516 (55.2%) | loss: 3.020904 | lrm: 0.90 | dt: 321ms | tok/sec: 1,631,220 | mfu: 39.4% | epoch: 1 | remaining: 134s    
step 00517 (55.3%) | loss: 3.024404 | lrm: 0.89 | dt: 326ms | tok/sec: 1,610,024 | mfu: 38.9% | epoch: 1 | remaining: 134s    
step 00518 (55.5%) | loss: 3.023866 | lrm: 0.89 | dt: 330ms | tok/sec: 1,588,643 | mfu: 38.4% | epoch: 1 | remaining: 133s    
step 00519 (55.6%) | loss: 3.021230 | lrm: 0.89 | dt: 323ms | tok/sec: 1,622,381 | mfu: 39.2% | epoch: 1 | remaining: 133s    
step 00520 (55.7%) | loss: 3.021801 | lrm: 0.89 | dt: 326ms | tok/sec: 1,607,139 | mfu: 38.8% | epoch: 1 | remaining: 133s    
step 00521 (55.8%) | loss: 3.019999 | lrm: 0.88 | dt: 329ms | tok/sec: 1,592,259 | mfu: 38.5% | epoch: 1 | remaining: 132s    
step 00522 (55.9%) | loss: 3.018913 | lrm: 0.88 | dt: 323ms | tok/sec: 1,621,508 | mfu: 39.2% | epoch: 1 | remaining: 132s    
step 00523 (56.0%) | loss: 3.020371 | lrm: 0.88 | dt: 325ms | tok/sec: 1,612,664 | mfu: 39.0% | epoch: 1 | remaining: 132s    
step 00524 (56.1%) | loss: 3.019340 | lrm: 0.88 | dt: 326ms | tok/sec: 1,609,674 | mfu: 38.9% | epoch: 1 | remaining: 131s    
step 00525 (56.2%) | loss: 3.017611 | lrm: 0.88 | dt: 328ms | tok/sec: 1,599,937 | mfu: 38.7% | epoch: 1 | remaining: 131s    
step 00526 (56.3%) | loss: 3.013717 | lrm: 0.87 | dt: 324ms | tok/sec: 1,619,109 | mfu: 39.1% | epoch: 1 | remaining: 131s    
step 00527 (56.4%) | loss: 3.010800 | lrm: 0.87 | dt: 326ms | tok/sec: 1,610,503 | mfu: 38.9% | epoch: 1 | remaining: 130s    
step 00528 (56.5%) | loss: 3.007933 | lrm: 0.87 | dt: 329ms | tok/sec: 1,595,141 | mfu: 38.5% | epoch: 1 | remaining: 130s    
step 00529 (56.7%) | loss: 3.007038 | lrm: 0.87 | dt: 324ms | tok/sec: 1,617,146 | mfu: 39.1% | epoch: 1 | remaining: 130s    
step 00530 (56.8%) | loss: 3.006451 | lrm: 0.86 | dt: 326ms | tok/sec: 1,605,978 | mfu: 38.8% | epoch: 1 | remaining: 129s    
step 00531 (56.9%) | loss: 3.001056 | lrm: 0.86 | dt: 328ms | tok/sec: 1,599,039 | mfu: 38.6% | epoch: 1 | remaining: 129s    
step 00532 (57.0%) | loss: 2.997146 | lrm: 0.86 | dt: 325ms | tok/sec: 1,615,236 | mfu: 39.0% | epoch: 1 | remaining: 129s    
step 00533 (57.1%) | loss: 3.000812 | lrm: 0.86 | dt: 323ms | tok/sec: 1,622,731 | mfu: 39.2% | epoch: 1 | remaining: 128s    
step 00534 (57.2%) | loss: 2.996410 | lrm: 0.86 | dt: 323ms | tok/sec: 1,622,344 | mfu: 39.2% | epoch: 1 | remaining: 128s    
step 00535 (57.3%) | loss: 2.995430 | lrm: 0.85 | dt: 329ms | tok/sec: 1,592,945 | mfu: 38.5% | epoch: 1 | remaining: 128s    
step 00536 (57.4%) | loss: 2.990077 | lrm: 0.85 | dt: 328ms | tok/sec: 1,598,730 | mfu: 38.6% | epoch: 1 | remaining: 127s    
step 00537 (57.5%) | loss: 2.988893 | lrm: 0.85 | dt: 324ms | tok/sec: 1,619,691 | mfu: 39.1% | epoch: 1 | remaining: 127s    
step 00538 (57.6%) | loss: 2.993927 | lrm: 0.85 | dt: 327ms | tok/sec: 1,604,007 | mfu: 38.8% | epoch: 1 | remaining: 127s    
step 00539 (57.7%) | loss: 2.989402 | lrm: 0.85 | dt: 326ms | tok/sec: 1,607,841 | mfu: 38.8% | epoch: 1 | remaining: 126s    
step 00540 (57.8%) | loss: 2.990414 | lrm: 0.84 | dt: 325ms | tok/sec: 1,611,843 | mfu: 38.9% | epoch: 1 | remaining: 126s    
step 00541 (58.0%) | loss: 2.989730 | lrm: 0.84 | dt: 324ms | tok/sec: 1,617,153 | mfu: 39.1% | epoch: 1 | remaining: 126s    
step 00542 (58.1%) | loss: 2.986823 | lrm: 0.84 | dt: 326ms | tok/sec: 1,608,824 | mfu: 38.9% | epoch: 1 | remaining: 125s    
step 00543 (58.2%) | loss: 2.983007 | lrm: 0.84 | dt: 324ms | tok/sec: 1,616,025 | mfu: 39.0% | epoch: 1 | remaining: 125s    
step 00544 (58.3%) | loss: 2.982175 | lrm: 0.83 | dt: 323ms | tok/sec: 1,622,599 | mfu: 39.2% | epoch: 1 | remaining: 125s    
step 00545 (58.4%) | loss: 2.981292 | lrm: 0.83 | dt: 328ms | tok/sec: 1,597,867 | mfu: 38.6% | epoch: 1 | remaining: 125s    
step 00546 (58.5%) | loss: 2.982121 | lrm: 0.83 | dt: 325ms | tok/sec: 1,613,019 | mfu: 39.0% | epoch: 1 | remaining: 124s    
step 00547 (58.6%) | loss: 2.985213 | lrm: 0.83 | dt: 325ms | tok/sec: 1,615,560 | mfu: 39.0% | epoch: 1 | remaining: 124s    
step 00548 (58.7%) | loss: 2.987129 | lrm: 0.83 | dt: 328ms | tok/sec: 1,600,128 | mfu: 38.7% | epoch: 1 | remaining: 124s    
step 00549 (58.8%) | loss: 2.979251 | lrm: 0.82 | dt: 325ms | tok/sec: 1,615,566 | mfu: 39.0% | epoch: 1 | remaining: 123s    
step 00550 (58.9%) | loss: 2.978868 | lrm: 0.82 | dt: 325ms | tok/sec: 1,614,827 | mfu: 39.0% | epoch: 1 | remaining: 123s    
step 00551 (59.0%) | loss: 2.976753 | lrm: 0.82 | dt: 326ms | tok/sec: 1,606,335 | mfu: 38.8% | epoch: 1 | remaining: 123s    
step 00552 (59.1%) | loss: 2.973204 | lrm: 0.82 | dt: 346ms | tok/sec: 1,514,662 | mfu: 36.6% | epoch: 1 | remaining: 122s    
step 00553 (59.3%) | loss: 2.976334 | lrm: 0.81 | dt: 326ms | tok/sec: 1,609,884 | mfu: 38.9% | epoch: 1 | remaining: 122s    
step 00554 (59.4%) | loss: 2.981581 | lrm: 0.81 | dt: 326ms | tok/sec: 1,606,955 | mfu: 38.8% | epoch: 1 | remaining: 122s    
step 00555 (59.5%) | loss: 2.980258 | lrm: 0.81 | dt: 332ms | tok/sec: 1,580,367 | mfu: 38.2% | epoch: 1 | remaining: 121s    
step 00556 (59.6%) | loss: 2.980473 | lrm: 0.81 | dt: 323ms | tok/sec: 1,622,144 | mfu: 39.2% | epoch: 1 | remaining: 121s    
step 00557 (59.7%) | loss: 2.976246 | lrm: 0.81 | dt: 326ms | tok/sec: 1,610,266 | mfu: 38.9% | epoch: 1 | remaining: 121s    
step 00558 (59.8%) | loss: 2.973097 | lrm: 0.80 | dt: 329ms | tok/sec: 1,592,335 | mfu: 38.5% | epoch: 1 | remaining: 120s    
step 00559 (59.9%) | loss: 2.976322 | lrm: 0.80 | dt: 322ms | tok/sec: 1,625,914 | mfu: 39.3% | epoch: 1 | remaining: 120s    
step 00560 (60.0%) | loss: 2.972697 | lrm: 0.80 | dt: 325ms | tok/sec: 1,611,981 | mfu: 38.9% | epoch: 1 | remaining: 120s    
step 00561 (60.1%) | loss: 2.978006 | lrm: 0.80 | dt: 327ms | tok/sec: 1,603,850 | mfu: 38.8% | epoch: 1 | remaining: 119s    
step 00562 (60.2%) | loss: 2.975878 | lrm: 0.80 | dt: 325ms | tok/sec: 1,612,590 | mfu: 39.0% | epoch: 1 | remaining: 119s    
step 00563 (60.4%) | loss: 2.976467 | lrm: 0.79 | dt: 325ms | tok/sec: 1,612,455 | mfu: 39.0% | epoch: 1 | remaining: 119s    
step 00564 (60.5%) | loss: 2.982445 | lrm: 0.79 | dt: 324ms | tok/sec: 1,616,890 | mfu: 39.1% | epoch: 1 | remaining: 118s    
step 00565 (60.6%) | loss: 2.981698 | lrm: 0.79 | dt: 324ms | tok/sec: 1,615,980 | mfu: 39.0% | epoch: 1 | remaining: 118s    
step 00566 (60.7%) | loss: 2.982892 | lrm: 0.79 | dt: 327ms | tok/sec: 1,602,451 | mfu: 38.7% | epoch: 1 | remaining: 118s    
step 00567 (60.8%) | loss: 2.979832 | lrm: 0.78 | dt: 323ms | tok/sec: 1,624,584 | mfu: 39.3% | epoch: 1 | remaining: 117s    
step 00568 (60.9%) | loss: 2.980804 | lrm: 0.78 | dt: 324ms | tok/sec: 1,619,813 | mfu: 39.1% | epoch: 1 | remaining: 117s    
step 00569 (61.0%) | loss: 2.980963 | lrm: 0.78 | dt: 329ms | tok/sec: 1,594,200 | mfu: 38.5% | epoch: 1 | remaining: 117s    
step 00570 (61.1%) | loss: 2.980552 | lrm: 0.78 | dt: 329ms | tok/sec: 1,592,653 | mfu: 38.5% | epoch: 1 | remaining: 116s    
step 00571 (61.2%) | loss: 2.974641 | lrm: 0.78 | dt: 325ms | tok/sec: 1,613,847 | mfu: 39.0% | epoch: 1 | remaining: 116s    
step 00572 (61.3%) | loss: 2.970227 | lrm: 0.77 | dt: 328ms | tok/sec: 1,598,296 | mfu: 38.6% | epoch: 1 | remaining: 116s    
step 00573 (61.4%) | loss: 2.978297 | lrm: 0.77 | dt: 326ms | tok/sec: 1,608,937 | mfu: 38.9% | epoch: 1 | remaining: 115s    
step 00574 (61.5%) | loss: 2.980711 | lrm: 0.77 | dt: 328ms | tok/sec: 1,600,732 | mfu: 38.7% | epoch: 1 | remaining: 115s    
step 00575 (61.7%) | loss: 2.976064 | lrm: 0.77 | dt: 327ms | tok/sec: 1,601,599 | mfu: 38.7% | epoch: 1 | remaining: 115s    
step 00576 (61.8%) | loss: 2.977634 | lrm: 0.76 | dt: 325ms | tok/sec: 1,610,733 | mfu: 38.9% | epoch: 1 | remaining: 114s    
step 00577 (61.9%) | loss: 2.976263 | lrm: 0.76 | dt: 326ms | tok/sec: 1,609,534 | mfu: 38.9% | epoch: 1 | remaining: 114s    
step 00578 (62.0%) | loss: 2.969932 | lrm: 0.76 | dt: 324ms | tok/sec: 1,620,123 | mfu: 39.1% | epoch: 1 | remaining: 114s    
step 00579 (62.1%) | loss: 2.971006 | lrm: 0.76 | dt: 329ms | tok/sec: 1,593,895 | mfu: 38.5% | epoch: 1 | remaining: 113s    
step 00580 (62.2%) | loss: 2.971039 | lrm: 0.76 | dt: 326ms | tok/sec: 1,608,292 | mfu: 38.9% | epoch: 1 | remaining: 113s    
step 00581 (62.3%) | loss: 2.969149 | lrm: 0.75 | dt: 324ms | tok/sec: 1,616,091 | mfu: 39.0% | epoch: 1 | remaining: 113s    
step 00582 (62.4%) | loss: 2.969372 | lrm: 0.75 | dt: 329ms | tok/sec: 1,592,801 | mfu: 38.5% | epoch: 1 | remaining: 112s    
step 00583 (62.5%) | loss: 2.965377 | lrm: 0.75 | dt: 326ms | tok/sec: 1,606,248 | mfu: 38.8% | epoch: 1 | remaining: 112s    
step 00584 (62.6%) | loss: 2.964807 | lrm: 0.75 | dt: 325ms | tok/sec: 1,611,829 | mfu: 38.9% | epoch: 1 | remaining: 112s    
step 00585 (62.7%) | loss: 2.965405 | lrm: 0.75 | dt: 328ms | tok/sec: 1,597,201 | mfu: 38.6% | epoch: 1 | remaining: 111s    
step 00586 (62.9%) | loss: 2.964078 | lrm: 0.74 | dt: 325ms | tok/sec: 1,612,864 | mfu: 39.0% | epoch: 1 | remaining: 111s    
step 00587 (63.0%) | loss: 2.963310 | lrm: 0.74 | dt: 327ms | tok/sec: 1,604,470 | mfu: 38.8% | epoch: 1 | remaining: 111s    
step 00588 (63.1%) | loss: 2.957031 | lrm: 0.74 | dt: 327ms | tok/sec: 1,601,188 | mfu: 38.7% | epoch: 1 | remaining: 110s    
step 00589 (63.2%) | loss: 2.961071 | lrm: 0.74 | dt: 328ms | tok/sec: 1,597,752 | mfu: 38.6% | epoch: 1 | remaining: 110s    
step 00590 (63.3%) | loss: 2.963077 | lrm: 0.73 | dt: 326ms | tok/sec: 1,606,424 | mfu: 38.8% | epoch: 1 | remaining: 110s    
step 00591 (63.4%) | loss: 2.964875 | lrm: 0.73 | dt: 327ms | tok/sec: 1,605,616 | mfu: 38.8% | epoch: 1 | remaining: 109s    
step 00592 (63.5%) | loss: 2.959756 | lrm: 0.73 | dt: 328ms | tok/sec: 1,600,673 | mfu: 38.7% | epoch: 1 | remaining: 109s    
step 00593 (63.6%) | loss: 2.963390 | lrm: 0.73 | dt: 327ms | tok/sec: 1,603,901 | mfu: 38.8% | epoch: 1 | remaining: 109s    
step 00594 (63.7%) | loss: 2.964449 | lrm: 0.73 | dt: 326ms | tok/sec: 1,608,361 | mfu: 38.9% | epoch: 1 | remaining: 109s    
step 00595 (63.8%) | loss: 2.962822 | lrm: 0.72 | dt: 327ms | tok/sec: 1,604,101 | mfu: 38.8% | epoch: 1 | remaining: 108s    
step 00596 (63.9%) | loss: 2.967857 | lrm: 0.72 | dt: 328ms | tok/sec: 1,596,148 | mfu: 38.6% | epoch: 1 | remaining: 108s    
step 00597 (64.1%) | loss: 2.960690 | lrm: 0.72 | dt: 324ms | tok/sec: 1,617,568 | mfu: 39.1% | epoch: 1 | remaining: 108s    
step 00598 (64.2%) | loss: 2.957043 | lrm: 0.72 | dt: 324ms | tok/sec: 1,618,047 | mfu: 39.1% | epoch: 1 | remaining: 107s    
step 00599 (64.3%) | loss: 2.952458 | lrm: 0.71 | dt: 326ms | tok/sec: 1,608,553 | mfu: 38.9% | epoch: 1 | remaining: 107s    
step 00600 (64.4%) | loss: 2.952202 | lrm: 0.71 | dt: 326ms | tok/sec: 1,608,064 | mfu: 38.9% | epoch: 1 | remaining: 107s    
step 00601 (64.5%) | loss: 2.947741 | lrm: 0.71 | dt: 324ms | tok/sec: 1,617,677 | mfu: 39.1% | epoch: 1 | remaining: 106s    
step 00602 (64.6%) | loss: 2.945748 | lrm: 0.71 | dt: 323ms | tok/sec: 1,624,162 | mfu: 39.2% | epoch: 1 | remaining: 106s    
step 00603 (64.7%) | loss: 2.944939 | lrm: 0.71 | dt: 328ms | tok/sec: 1,597,717 | mfu: 38.6% | epoch: 1 | remaining: 106s    
step 00604 (64.8%) | loss: 2.947475 | lrm: 0.70 | dt: 328ms | tok/sec: 1,598,000 | mfu: 38.6% | epoch: 1 | remaining: 105s    
step 00605 (64.9%) | loss: 2.943649 | lrm: 0.70 | dt: 323ms | tok/sec: 1,622,071 | mfu: 39.2% | epoch: 1 | remaining: 105s    
step 00606 (65.0%) | loss: 2.947386 | lrm: 0.70 | dt: 324ms | tok/sec: 1,616,587 | mfu: 39.1% | epoch: 1 | remaining: 105s    
step 00607 (65.1%) | loss: 2.949575 | lrm: 0.70 | dt: 328ms | tok/sec: 1,597,328 | mfu: 38.6% | epoch: 1 | remaining: 104s    
step 00608 (65.2%) | loss: 2.947175 | lrm: 0.70 | dt: 323ms | tok/sec: 1,622,666 | mfu: 39.2% | epoch: 1 | remaining: 104s    
step 00609 (65.4%) | loss: 2.940953 | lrm: 0.69 | dt: 324ms | tok/sec: 1,617,378 | mfu: 39.1% | epoch: 1 | remaining: 104s    
step 00610 (65.5%) | loss: 2.943350 | lrm: 0.69 | dt: 328ms | tok/sec: 1,599,010 | mfu: 38.6% | epoch: 1 | remaining: 103s    
step 00611 (65.6%) | loss: 2.945487 | lrm: 0.69 | dt: 326ms | tok/sec: 1,607,963 | mfu: 38.9% | epoch: 1 | remaining: 103s    
step 00612 (65.7%) | loss: 2.943166 | lrm: 0.69 | dt: 323ms | tok/sec: 1,624,462 | mfu: 39.2% | epoch: 1 | remaining: 103s    
